/*LISTA GERAL CLASSIFICADO POR NOTA*/
450  Administracao – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
548391	524.74	507.92	663.26	626.35	500 	L3	474.47	3
586026	574.04	587.05	585.94	550.76	500 	L3	459.93	4
557825	672.65	468.35	624.60	437.38	350 	L3	409.05	5
583998	672.65	705.76	817.91	815.32	750 	L5	666.47	1
546101	623.35	587.05	701.92	701.94	950 	L5	650.28	2
589626	574.04	468.35	779.25	588.56	900 	L5	617.89	3
570225	721.95	507.92	740.59	664.14	800 	L5	615.85	4
589036	574.04	626.62	624.60	701.94	850 	L5	598.22	5
549876	524.74	666.19	585.94	588.56	950 	L5	598.16	6
544595	574.04	587.05	740.59	664.14	750 	L5	591.74	7
572692	623.35	587.05	740.59	664.14	650 	L5	570.21	8
583788	574.04	626.62	624.60	701.94	700 	L5	555.37	9
578353	524.74	587.05	701.92	664.14	650 	L5	545.08	10
544454	721.95	507.92	817.91	588.56	500 	L5	541.43	11
548460	574.04	507.92	740.59	588.56	550 	L5	512.49	12
544965	623.35	587.05	585.94	550.76	650 	L5	509.83	13
554589	574.04	547.48	701.92	626.35	500 	L5	498.21	14
574527	524.74	547.48	624.60	626.35	550 	L5	483.36	15
556327	574.04	507.92	547.28	512.97	650 	L5	475.04	16
575665	475.44	468.35	508.61	701.94	500 	L5	428.39	17
547191	524.74	468.35	508.61	626.35	500 	L5	424.63	18
592418	574.04	626.62	469.95	475.18	400 	L5	393.07	19

446  Ciencia biologicas – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
583854	574.04	547.48	508.61	512.97	750 	AC	488.53	1
585757	623.35	547.48	469.95	512.97	700 	AC	474.59	2
578973	623.35	507.92	508.61	626.35	600 	AC	471.55	3
548729	524.74	587.05	585.94	475.18	450 	AC	424.94	4
580034	623.35	507.92	701.92	399.59	300 	AC	407.09	5
583954	574.04	626.62	547.28	512.97	300 	AC	398.89	6
591350	574.04	626.62	508.61	550.76	300 	AC	395.52	7
579207	623.35	626.62	469.95	550.76	300 	AC	394.07	8
581652	524.74	468.35	547.28	512.97	400 	AC	389.29	9
567277	376.84	547.48	585.94	550.76	350 	AC	381.30	10
559994	475.44	547.48	431.29	588.56	350 	AC	365.37	11
583171	574.04	468.35	663.26	588.56	550 	L1	476.60	1
587733	524.74	587.05	547.28	437.38	550 	L1	433.98	2
557966	524.74	547.48	624.60	588.56	350 	L1	421.91	3
556687	672.65	468.35	508.61	512.97	300 	L3	379.28	1
589704	574.04	547.48	663.26	550.76	650 	L4	508.50	1
580978	623.35	705.76	624.60	588.56	500 	L8	502.23	1
562840	623.35	547.48	585.94	626.35	500 	L8	472.48	2
555727	475.44	507.92	547.28	437.38	450 	L8	387.57	3

552  Ciencia biologicas – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
572526	721.95	626.62	701.92	701.94	700 	AC	605.71	1
547309	672.65	666.19	663.26	701.94	550 	AC	547.64	2
587835	574.04	587.05	585.94	626.35	700 	AC	542.53	3
549132	672.65	587.05	624.60	588.56	600 	AC	525.78	4
543784	672.65	547.48	817.91	588.56	500 	AC	518.07	5
590576	524.74	587.05	663.26	588.56	550 	AC	490.90	6
558719	623.35	468.35	585.94	626.35	550 	AC	480.96	7
587778	623.35	389.21	469.95	664.14	550 	AC	454.74	8
559935	574.04	666.19	508.61	588.56	450 	AC	453.20	9
559283	574.04	507.92	508.61	626.35	500 	AC	449.79	10
558381	524.74	428.78	508.61	437.38	550 	AC	413.55	11
592159	524.74	547.48	547.28	550.76	350 	AC	392.01	12
592900	475.44	547.48	585.94	361.80	350 	AC	358.74	13
578009	574.04	468.35	469.95	550.76	300 	AC	357.49	14
555556	574.04	468.35	663.26	588.56	600 	L1	496.00	1
591736	623.35	428.78	547.28	437.38	500 	L1	419.76	2
579729	475.44	587.05	547.28	437.38	350 	L1	371.49	3
572797	524.74	587.05	624.60	664.14	700 	L3	547.06	1
585784	475.44	547.48	663.26	626.35	550 	L3	482.39	2
591367	524.74	468.35	469.95	475.18	600 	L3	436.67	3
562523	524.74	626.62	431.29	512.97	350 	L3	379.57	4
591336	672.65	507.92	585.94	512.97	250 	L7	376.88	1
584147	524.74	587.05	508.61	588.56	300 	L9	381.80	1

788  Ciencia biologicas – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
555250	771.25	666.19	779.25	664.14	700 	AC	627.98	1
555435	672.65	507.92	663.26	664.14	800 	AC	586.71	2
545258	623.35	626.62	740.59	664.14	650 	AC	575.87	3
547566	672.65	626.62	779.25	701.94	550 	AC	570.78	4
578191	721.95	587.05	701.92	701.94	600 	AC	564.37	5
568403	672.65	547.48	663.26	664.14	700 	AC	563.80	6
573459	623.35	705.76	624.60	664.14	500 	AC	511.17	7
581191	623.35	507.92	779.25	550.76	500 	AC	510.90	8
584349	574.04	666.19	624.60	664.14	500 	AC	498.48	9
589851	524.74	547.48	624.60	664.14	550 	AC	488.76	10
572972	623.35	587.05	431.29	664.14	600 	AC	467.56	11
586909	376.84	626.62	663.26	701.94	450 	AC	466.81	12
582969	524.74	705.76	585.94	512.97	500 	AC	464.45	13
587291	475.44	547.48	624.60	626.35	500 	AC	462.04	14
554335	672.65	547.48	624.60	626.35	400 	AC	461.64	15
570462	376.84	587.05	663.26	550.76	500 	AC	453.85	16
576683	524.74	507.92	624.60	512.97	450 	AC	432.94	17
573965	574.04	507.92	431.29	550.76	250 	AC	333.01	18
586462	623.35	507.92	585.94	475.18	500 	L1	444.87	1
590174	574.04	507.92	431.29	512.97	500 	L1	399.04	2
592408	820.55	705.76	624.60	512.97	300 	L3	460.61	1
562964	574.04	626.62	740.59	701.94	600 	L5	559.94	1
581058	574.04	547.48	701.92	626.35	700 	L5	555.36	2
550811	623.35	507.92	740.59	550.76	400 	L5	471.28	3
547410	672.65	507.92	508.61	475.18	550 	L5	444.11	4
586235	475.44	587.05	624.60	588.56	600 	L7	490.86	1
549112	623.35	547.48	508.61	512.97	700 	L13	490.97	1

2703  Ciencia biologicas – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
558312	574.04	705.76	740.59	701.94	900 	AC	656.96	1
578723	574.04	626.62	740.59	701.94	850 	AC	631.36	2
558678	721.95	547.48	701.92	664.14	850 	AC	624.74	3
564967	524.74	587.05	779.25	739.73	800 	AC	620.83	4
543631	721.95	587.05	779.25	701.94	700 	AC	615.03	5
559313	623.35	666.19	663.26	626.35	850 	AC	611.17	6
592396	623.35	507.92	856.57	853.11	600 	AC	604.76	7
582429	475.44	507.92	701.92	626.35	900 	AC	592.76	8
555424	672.65	547.48	585.94	664.14	750 	AC	555.99	9
571605	574.04	547.48	701.92	626.35	700 	AC	555.36	10
543626	574.04	587.05	624.60	626.35	750 	AC	553.20	11
545629	524.74	587.05	663.26	626.35	700 	AC	542.92	12
591717	524.74	547.48	701.92	664.14	650 	AC	539.43	13
548645	524.74	547.48	508.61	626.35	850 	AC	535.94	14
559329	672.65	666.19	663.26	739.73	500 	AC	534.41	15
555861	771.25	587.05	663.26	626.35	500 	AC	520.99	16
582004	574.04	626.62	663.26	701.94	500 	AC	509.27	17
551605	524.74	507.92	624.60	626.35	650 	AC	506.28	18
557676	672.65	587.05	624.60	626.35	500 	AC	495.86	19
557719	574.04	666.19	585.94	588.56	500 	AC	476.63	20
576610	721.95	666.19	469.95	361.80	650 	AC	475.09	21
547469	574.04	547.48	585.94	550.76	550 	AC	468.56	22
580573	623.35	547.48	508.61	588.56	550 	AC	458.91	23
554044	574.04	468.35	624.60	550.76	500 	AC	454.02	24
547374	672.65	507.92	469.95	550.76	550 	AC	443.86	25
578163	623.35	587.05	585.94	475.18	450 	AC	441.89	26
546048	672.65	666.19	547.28	399.59	450 	AC	438.39	27
548114	524.74	626.62	624.60	626.35	350 	AC	437.53	28
581515	475.44	666.19	547.28	588.56	400 	AC	422.93	29
564011	623.35	507.92	469.95	550.76	500 	AC	422.53	30
555549	574.04	547.48	469.95	437.38	500 	AC	404.94	31
588444	524.74	428.78	624.60	512.97	250 	AC	364.49	32
559654	623.35	587.05	624.60	626.35	900 	L1	603.10	1
552477	574.04	587.05	701.92	550.76	800 	L1	578.78	2
590910	574.04	587.05	663.26	588.56	750 	L1	558.85	3
578695	672.65	626.62	547.28	550.76	500 	L1	468.62	4
561218	574.04	587.05	508.61	626.35	550 	L1	462.92	5
556974	672.65	507.92	508.61	475.18	600 	L1	458.39	6
590333	623.35	468.35	585.94	588.56	500 	L1	455.41	7
576943	524.74	587.05	508.61	550.76	500 	L1	430.79	8
581982	574.04	468.35	469.95	588.56	500 	L1	415.23	9
558786	672.65	468.35	431.29	550.76	300 	L1	355.73	10
562905	771.25	507.92	663.26	701.94	900 	L3	634.77	1
546222	524.74	626.62	624.60	588.56	650 	L3	517.84	2
565607	524.74	587.05	701.92	664.14	550 	L3	516.51	3
554974	574.04	507.92	508.61	475.18	700 	L3	472.88	4
561716	623.35	547.48	585.94	550.76	500 	L3	461.32	5
591478	623.35	547.48	469.95	475.18	450 	L3	403.10	6
563405	524.74	547.48	817.91	701.94	750 	L5	606.54	1
550616	623.35	666.19	663.26	664.14	750 	L5	588.00	2
578868	623.35	626.62	663.26	777.52	700 	L5	584.26	3
562831	574.04	587.05	624.60	550.76	700 	L5	528.12	4
553283	623.35	507.92	508.61	588.56	750 	L5	510.40	5
577521	524.74	428.78	740.59	664.14	500 	L5	490.66	6
576523	475.44	507.92	585.94	512.97	700 	L5	486.28	7
585256	574.04	507.92	624.60	550.76	500 	L5	459.67	8
548084	524.74	587.05	585.94	588.56	500 	L5	458.29	9
549625	524.74	587.05	585.94	550.76	500 	L5	452.89	10
580123	574.04	547.48	508.61	550.76	500 	L5	432.18	11
584516	623.35	547.48	585.94	437.38	450 	L5	430.84	12
582750	524.74	587.05	508.61	588.56	400 	L5	407.62	13
555660	721.95	626.62	817.91	739.73	750 	L7	651.41	1
580068	574.04	587.05	701.92	701.94	750 	L7	586.09	2
576721	574.04	547.48	624.60	588.56	550 	L7	485.01	3
571767	524.74	507.92	585.94	550.76	600 	L7	470.15	4
588360	524.74	626.62	585.94	512.97	350 	L9	410.28	1
564879	524.74	547.48	585.94	437.38	700 	L13	488.18	1

1904  Ciencia da computacao – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
554824	869.86	784.90	817.91	739.73	850 	AC	712.28	1
570764	771.25	824.47	740.59	777.52	900 	AC	707.21	2
580834	771.25	864.04	740.59	701.94	700 	AC	678.36	3
555159	820.55	745.33	740.59	701.94	850 	AC	671.43	4
565262	820.55	745.33	740.59	701.94	750 	AC	653.25	5
572517	968.46	626.62	856.57	739.73	700 	AC	652.41	6
552150	820.55	745.33	663.26	701.94	700 	AC	630.10	7
588269	771.25	666.19	779.25	626.35	800 	AC	624.76	8
562166	721.95	705.76	856.57	701.94	650 	AC	623.84	9
589345	721.95	666.19	817.91	701.94	750 	AC	620.61	10
562125	820.55	626.62	779.25	664.14	750 	AC	613.68	11
557870	672.65	666.19	701.92	701.94	850 	AC	608.73	12
552447	721.95	705.76	740.59	739.73	650 	AC	606.19	13
584964	919.16	666.19	701.92	739.73	550 	AC	602.44	14
556977	771.25	705.76	701.92	664.14	650 	AC	601.25	15
587187	524.74	666.19	663.26	777.52	950 	AC	599.87	16
578888	721.95	745.33	624.60	626.35	700 	AC	598.27	17
578571	574.04	666.19	663.26	739.73	900 	AC	596.30	18
553662	524.74	666.19	740.59	664.14	900 	AC	594.53	19
558657	672.65	705.76	547.28	588.56	900 	AC	593.79	20
562397	672.65	666.19	624.60	588.56	900 	AC	593.46	21
586511	820.55	587.05	663.26	815.32	750 	AC	591.94	22
551676	672.65	705.76	740.59	664.14	650 	AC	590.35	23
562989	721.95	547.48	817.91	664.14	800 	AC	583.09	24
544797	721.95	705.76	779.25	664.14	500 	AC	579.07	25
575585	721.95	626.62	701.92	815.32	650 	AC	577.25	26
586479	820.55	468.35	817.91	701.94	800 	AC	575.68	27
576945	623.35	666.19	701.92	701.94	700 	AC	572.50	28
548228	672.65	587.05	740.59	701.94	750 	AC	568.80	29
550490	672.65	587.05	740.59	664.14	750 	AC	565.37	30
581723	771.25	626.62	663.26	550.76	650 	AC	555.14	31
550961	869.86	784.90	624.60	588.56	250 	AC	554.30	32
586912	721.95	626.62	779.25	701.94	500 	AC	553.73	33
553382	623.35	666.19	663.26	664.14	650 	AC	552.94	34
548070	574.04	587.05	663.26	777.52	800 	AC	552.78	35
555774	721.95	626.62	663.26	588.56	650 	AC	549.61	36
575743	623.35	626.62	469.95	664.14	900 	AC	548.86	37
560725	721.95	547.48	740.59	815.32	600 	AC	546.41	38
561571	672.65	587.05	740.59	626.35	650 	AC	543.75	39
589573	771.25	587.05	701.92	777.52	500 	AC	541.12	40
552461	672.65	626.62	663.26	588.56	650 	AC	540.65	41
549138	672.65	666.19	701.92	626.35	500 	AC	538.23	42
574669	623.35	626.62	740.59	701.94	500 	AC	528.77	43
554067	475.44	587.05	701.92	701.94	750 	AC	525.92	44
565885	623.35	547.48	624.60	588.56	800 	AC	523.15	45
549731	672.65	507.92	701.92	664.14	700 	AC	520.47	46
578945	672.65	705.76	585.94	588.56	450 	AC	519.00	47
554081	574.04	666.19	547.28	588.56	650 	AC	516.02	48
579025	623.35	666.19	508.61	664.14	600 	AC	515.73	49
575040	574.04	547.48	663.26	626.35	750 	AC	515.56	50
548635	721.95	587.05	585.94	626.35	600 	AC	515.51	51
574578	672.65	626.62	663.26	701.94	450 	AC	514.59	52
547529	574.04	547.48	701.92	437.38	800 	AC	514.50	53
554791	672.65	587.05	547.28	550.76	700 	AC	510.82	54
581685	672.65	587.05	624.60	588.56	600 	AC	510.14	55
574761	623.35	587.05	585.94	664.14	650 	AC	510.10	56
549436	574.04	587.05	547.28	626.35	750 	AC	508.86	57
551941	623.35	587.05	624.60	626.35	600 	AC	504.61	58
581148	574.04	547.48	663.26	701.94	650 	AC	504.25	59
578309	721.95	507.92	740.59	701.94	500 	AC	503.54	60
582770	574.04	507.92	740.59	664.14	650 	AC	500.48	61
551933	623.35	587.05	624.60	664.14	550 	AC	498.95	62
568189	524.74	587.05	663.26	626.35	600 	AC	493.71	63
562782	524.74	547.48	779.25	739.73	500 	AC	492.53	64
583678	672.65	547.48	701.92	588.56	500 	AC	491.62	65
555074	672.65	547.48	585.94	512.97	650 	AC	490.94	66
592481	623.35	587.05	547.28	626.35	600 	AC	490.55	67
590714	475.44	587.05	701.92	701.94	550 	AC	489.56	68
561211	574.04	507.92	663.26	626.35	650 	AC	482.99	69
548523	524.74	587.05	701.92	626.35	500 	AC	482.56	70
584111	574.04	587.05	663.26	701.94	450 	AC	482.27	71
544962	574.04	626.62	585.94	588.56	500 	AC	481.39	72
551805	574.04	547.48	585.94	701.94	600 	AC	481.10	73
562611	721.95	507.92	585.94	664.14	550 	AC	481.07	74
562955	524.74	547.48	779.25	588.56	500 	AC	478.79	75
554318	623.35	587.05	547.28	588.56	550 	AC	478.02	76
576211	672.65	547.48	701.92	626.35	400 	AC	476.88	77
550028	524.74	626.62	624.60	550.76	500 	AC	476.02	78
587605	623.35	547.48	624.60	664.14	500 	AC	475.47	79
552943	672.65	547.48	585.94	739.73	450 	AC	475.19	80
546215	623.35	547.48	585.94	512.97	600 	AC	472.88	81
558889	623.35	547.48	547.28	588.56	600 	AC	472.72	82
547361	672.65	507.92	663.26	588.56	500 	AC	470.21	83
592637	475.44	666.19	585.94	588.56	450 	AC	468.76	84
583524	475.44	547.48	663.26	701.94	550 	AC	468.14	85
574065	524.74	547.48	663.26	626.35	500 	AC	461.14	86
587217	623.35	507.92	547.28	588.56	600 	AC	458.34	87
563638	524.74	587.05	508.61	512.97	600 	AC	455.28	88
553361	475.44	507.92	585.94	626.35	600 	AC	441.91	89
585741	721.95	468.35	585.94	664.14	400 	AC	439.41	90
590135	623.35	507.92	508.61	588.56	500 	AC	433.12	91
568288	574.04	468.35	508.61	626.35	600 	AC	431.39	92
549211	623.35	428.78	508.61	588.56	600 	AC	422.53	93
552361	524.74	468.35	431.29	475.18	750 	AC	421.90	94
589355	475.44	587.05	624.60	512.97	250 	AC	403.77	95
588445	524.74	468.35	547.28	512.97	500 	AC	400.97	96
566399	524.74	547.48	547.28	475.18	350 	AC	399.03	97
584871	524.74	547.48	508.61	550.76	350 	AC	398.88	98
591293	574.04	468.35	585.94	626.35	250 	AC	381.81	99
590246	376.84	389.21	431.29	588.56	500 	AC	331.08	100
561562	672.65	784.90	895.23	701.94	650 	L1	650.68	1
548049	820.55	666.19	663.26	739.73	650 	L1	595.67	2
557973	672.65	626.62	585.94	739.73	600 	L1	531.24	3
576621	524.74	705.76	701.92	664.14	500 	L1	529.16	4
554649	623.35	507.92	547.28	739.73	900 	L1	526.62	5
582948	672.65	547.48	547.28	626.35	800 	L1	521.49	6
583520	475.44	547.48	817.91	664.14	600 	L1	501.91	7
563234	574.04	626.62	624.60	626.35	550 	L1	500.94	8
558282	623.35	587.05	624.60	550.76	600 	L1	497.74	9
559611	623.35	547.48	663.26	626.35	500 	L1	479.07	10
565009	524.74	547.48	585.94	701.94	600 	L1	472.13	11
559179	574.04	468.35	663.26	437.38	700 	L1	460.51	12
554786	672.65	507.92	547.28	550.76	550 	L1	454.77	13
559792	574.04	547.48	508.61	512.97	550 	L1	440.77	14
555153	771.25	507.92	431.29	550.76	450 	L3	433.43	1
548514	524.74	507.92	624.60	512.97	500 	L3	429.41	2
555406	574.04	587.05	431.29	437.38	500 	L4	425.14	1
558645	771.25	666.19	624.60	701.94	900 	L5	621.69	1
546316	721.95	587.05	701.92	626.35	800 	L5	572.96	2
555614	721.95	626.62	740.59	739.73	550 	L5	559.23	3
561990	524.74	547.48	701.92	701.94	850 	L5	538.68	4
576290	623.35	626.62	585.94	588.56	700 	L5	526.71	5
556543	623.35	547.48	740.59	664.14	650 	L5	523.83	6
548751	623.35	626.62	701.92	701.94	500 	L5	521.75	7
543638	623.35	587.05	624.60	701.94	600 	L5	511.48	8
564429	672.65	468.35	740.59	550.76	650 	L5	493.71	9
580208	672.65	587.05	547.28	588.56	550 	L5	486.99	10
582568	623.35	626.62	585.94	512.97	500 	L5	483.48	11
573709	574.04	547.48	624.60	550.76	550 	L5	465.29	12
588412	475.44	547.48	624.60	475.18	650 	L5	458.67	13
586398	475.44	547.48	663.26	588.56	450 	L5	439.65	14
564273	623.35	507.92	585.94	550.76	450 	L5	434.66	15
562200	475.44	547.48	624.60	588.56	450 	L5	432.62	16
578955	524.74	428.78	624.60	739.73	500 	L5	421.25	17
574848	574.04	428.78	663.26	512.97	750 	L7	462.08	1
592594	574.04	547.48	585.94	626.35	400 	L7	437.86	2
584413	672.65	468.35	469.95	475.18	500 	L7	410.36	3
556766	721.95	468.35	585.94	437.38	500 	L9	436.98	1
557056	574.04	705.76	547.28	550.76	450 	L11	490.61	1

548  Ciencias contabeis – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
588687	524.74	587.05	701.92	701.94	900 	AC	590.96	1
590142	820.55	587.05	701.92	701.94	650 	AC	577.77	2
588094	574.04	626.62	585.94	853.11	600 	AC	552.90	3
580655	574.04	626.62	469.95	626.35	750 	AC	542.94	4
553309	721.95	587.05	624.60	701.94	600 	AC	542.39	5
572216	574.04	666.19	701.92	626.35	600 	AC	537.96	6
588311	623.35	547.48	701.92	626.35	700 	AC	531.61	7
586799	524.74	587.05	624.60	701.94	650 	AC	522.02	8
561083	721.95	587.05	469.95	626.35	600 	AC	516.90	9
549490	721.95	547.48	701.92	664.14	550 	AC	516.84	10
589207	771.25	626.62	585.94	512.97	550 	AC	516.58	11
580670	623.35	547.48	663.26	664.14	600 	AC	509.69	12
544481	623.35	547.48	585.94	626.35	650 	AC	509.44	13
572823	623.35	547.48	585.94	626.35	650 	AC	509.44	14
584832	721.95	468.35	469.95	664.14	650 	AC	496.13	15
591965	623.35	547.48	547.28	701.94	500 	AC	481.32	16
589542	574.04	547.48	624.60	550.76	600 	AC	479.35	17
585091	574.04	507.92	663.26	550.76	600 	AC	469.38	18
552748	672.65	547.48	508.61	664.14	450 	AC	467.52	19
585111	475.44	547.48	508.61	512.97	600 	AC	446.95	20
591136	574.04	468.35	547.28	550.76	600 	AC	446.53	21
591414	524.74	547.48	469.95	550.76	550 	AC	445.75	22
556304	574.04	547.48	508.61	550.76	500 	AC	444.69	23
574636	574.04	428.78	547.28	550.76	600 	AC	433.34	24
585649	623.35	587.05	547.28	664.14	250 	AC	425.71	25
569722	475.44	587.05	508.61	588.56	400 	AC	422.74	26
585788	574.04	507.92	508.61	437.38	500 	AC	412.60	27
555500	574.04	468.35	469.95	512.97	500 	AC	408.79	28
587194	623.35	507.92	585.94	361.80	350 	AC	377.16	29
560470	475.44	507.92	508.61	437.38	400 	AC	371.17	30
592099	574.04	587.05	663.26	626.35	600 	L1	508.36	1
559306	721.95	468.35	624.60	626.35	550 	L1	477.72	2
580454	623.35	547.48	779.25	664.14	550 	L3	506.85	1
587221	623.35	468.35	547.28	475.18	600 	L3	442.15	2
591660	574.04	587.05	585.94	550.76	650 	L5	501.82	1
551764	475.44	587.05	624.60	664.14	650 	L7	507.50	1

795  Ciencias contabeis – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
588804	820.55	705.76	663.26	664.14	600 	AC	585.14	1
560169	574.04	666.19	469.95	664.14	700 	AC	559.29	2
584358	623.35	705.76	547.28	626.35	600 	AC	546.26	3
544320	771.25	547.48	547.28	626.35	700 	AC	543.57	4
553320	574.04	626.62	779.25	701.94	550 	AC	540.91	5
591402	672.65	626.62	585.94	588.56	650 	AC	538.76	6
576692	672.65	626.62	663.26	588.56	600 	AC	531.49	7
548607	623.35	626.62	547.28	664.14	600 	AC	530.08	8
582689	820.55	666.19	585.94	550.76	500 	AC	512.86	9
589373	820.55	626.62	547.28	588.56	500 	AC	504.68	10
555333	672.65	468.35	547.28	739.73	600 	AC	502.64	11
591126	672.65	626.62	585.94	626.35	500 	AC	501.32	12
567465	672.65	547.48	663.26	626.35	550 	AC	500.31	13
591237	721.95	587.05	585.94	550.76	550 	AC	494.26	14
557607	475.44	666.19	547.28	626.35	500 	AC	489.60	15
563249	672.65	468.35	547.28	664.14	600 	AC	487.53	16
590958	574.04	547.48	547.28	664.14	550 	AC	486.41	17
566108	475.44	507.92	663.26	550.76	650 	AC	483.60	18
548708	623.35	507.92	624.60	701.94	500 	AC	479.76	19
549907	623.35	547.48	469.95	701.94	500 	AC	476.16	20
543893	574.04	507.92	547.28	664.14	550 	AC	474.54	21
571608	623.35	587.05	547.28	588.56	500 	AC	473.09	22
583264	623.35	547.48	585.94	475.18	600 	AC	472.41	23
588295	623.35	468.35	585.94	588.56	600 	AC	471.35	24
588550	574.04	507.92	508.61	512.97	650 	AC	470.44	25
581535	623.35	507.92	663.26	626.35	500 	AC	468.51	26
587109	574.04	587.05	624.60	550.76	500 	AC	468.34	27
585867	524.74	666.19	585.94	475.18	500 	AC	468.16	28
571059	574.04	547.48	585.94	475.18	600 	AC	467.48	29
547838	623.35	507.92	469.95	588.56	550 	AC	456.62	30
590612	475.44	547.48	547.28	626.35	500 	AC	453.99	31
585561	475.44	507.92	547.28	512.97	600 	AC	449.44	32
582545	574.04	468.35	547.28	512.97	600 	AC	447.43	33
584668	475.44	626.62	547.28	512.97	450 	AC	440.05	34
564861	623.35	507.92	547.28	475.18	500 	AC	426.67	35
585096	524.74	547.48	663.26	588.56	350 	AC	417.96	36
572045	623.35	587.05	508.61	437.38	400 	AC	408.99	37
565882	574.04	587.05	508.61	512.97	350 	AC	404.18	38
582392	475.44	587.05	585.94	626.35	250 	AC	394.73	39
552141	574.04	547.48	585.94	626.35	250 	AC	392.72	40
588130	623.35	666.19	585.94	475.18	600 	L1	508.02	1
586047	574.04	626.62	508.61	475.18	500 	L1	453.49	2
578640	524.74	587.05	585.94	664.14	400 	L1	452.21	3
572671	672.65	468.35	469.95	588.56	450 	L1	419.68	4
